residents,bed,bath,x,y
2,2,2,7220.96,6578
,2,1,7187.68,6763.6
5,3,3,7215.36,6688.72
4,4,2,7068.48,6694.32
3,2,1,7096.32,6619.44
,1,1,7160,6694.32
,2,1,7157.28,6514.16
1,1,2,7143.36,6650
2,2,1,7065.76,6677.68
1,2,3,7218.24,6691.6
,1,3,7088,6647.28
3,2,1,7168.32,6774.64
4,3,1,7226.56,6630.64
1,1,3,7132.32,6774.64
3,2,1,7088,6702.64
1,1,1,7071.36,6644.4
,1,2,7182.24,6575.12
4,3,3,7234.88,6683.28
0,1,1,7171.04,6616.72
3,4,2,7232,6749.84
5,4,2,7124,6564.08
3,2,2,7287.52,6691.6
2,1,2,7090.72,6536.4
,4,5,7052,6722
4,4,4,7251.52,6738.64
2,2,2,7207.04,6594.64
,2,1,7190.56,6525.36
1,1,2,7049.12,6652.72
1,1,2,7207.04,6655.6
3,3,3,7229.28,6724.88
,2,2,7176.64,6755.28
2,1,2,7038.08,6683.28
1,1,2,7168.32,6633.36
3,2,1,7088,6611.28
2,1,1,7179.36,6691.6
4,3,1,7157.28,6647.28
2,3,5,7146.08,6564.08
0,2,4,7190.56,6569.68
3,3,3,7124,6572.4
2,2,2,7088,6600.08
,2,1,7209.92,6663.92
4,4,3,7295.84,6674.96
,1,1,7201.6,6758
,4,3,7115.68,6777.52
1,2,3,7135.04,6752.56
2,1,3,7040.8,6619.44
5,6,9,7079.68,6544.72
3,2,3,7196,6782.96
1,3,1,7115.68,6622.32
4,3,3,7240.32,6608.4
1,1,3,7110.08,6542
2,1,1,7129.44,6691.6
,2,1,7157.28,6752.56
3,2,1,7143.36,6572.4
3,2,1,7088,6586.32
3,3,2,7237.6,6641.68
4,4,2,7046.4,6674.96
2,1,2,7265.28,6586.32
2,3,2,7198.72,6647.28
3,4,3,7237.6,6716.56
1,1,2,7204.32,6633.36
2,3,2,7218.24,6719.28
2,2,1,7093.44,6746.96
3,5,2,7040.8,6644.4
,3,2,7207.04,6611.28
,2,1,7068.48,6666.64
,2,6,7121.28,6522.48
1,3,6,7248.64,6752.56
,1,1,7151.68,6539.12
5,6,6,7057.44,6561.36
0,1,1,7182.24,6680.56
2,2,3,7065.76,6636.08
0,2,1,7151.68,6749.84
3,3,1,7187.68,6661.04
3,3,2,7190.56,6558.48
,2,2,7229.28,6713.68
1,1,2,7237.6,6644.4
,2,1,7063.04,6730.32
,2,1,7229.28,6608.4
,1,1,7223.68,6633.36
,4,3,7218.24,6580.72
,2,2,7101.76,6722
1,1,3,7190.56,6597.36
2,1,1,7132.32,6677.68
3,2,1,7151.68,6569.68
2,3,2,7065.76,6619.44
2,2,4,7190.56,6555.76
2,2,3,7209.92,6669.36
3,2,2,7079.68,6738.64
0,1,1,7027.04,6625.04
1,2,1,7265.28,6691.6
3,4,4,7121.28,6578
2,2,1,7243.2,6644.4
,2,2,7027.04,6633.36
2,1,1,7237.6,6575.12
0,4,2,7171.04,6683.28
3,2,2,7104.64,6652.72
1,2,5,7132.32,6763.6
,1,1,7040.8,6674.96
0,1,2,7259.84,6722
1,3,2,7121.28,6572.4
4,2,1,7057.44,6614
3,2,5,7082.4,6625.04
,2,1,7057.44,6683.28
0,4,5,7168.32,6769.2
3,2,2,7168.32,6652.72
2,2,2,7173.92,6716.56
2,2,1,7101.76,6763.6
3,2,5,7090.72,6580.72
,2,2,7046.4,6680.56
,2,2,7126.72,6774.64
1,1,1,7104.64,6550.16
1,1,1,7276.32,6652.72
0,1,1,7085.12,6727.6
,1,1,7046.4,6652.72
2,2,1,7207.04,6744.24
1,1,1,7146.08,6627.76
2,1,2,7079.68,6733.2
3,2,4,7268,6686
3,3,2,7190.56,6589.04
3,2,1,7129.44,6591.76
4,3,3,7198.72,6553.04
0,2,2,7162.72,6605.68
1,1,1,7179.36,6713.68
,2,3,7085.12,6752.56
1,3,3,7121.28,6558.48
,5,1,7173.92,6766.32
2,2,1,7065.76,6727.6
2,2,2,7090.72,6666.64
,2,2,7140.64,6782.96
,5,3,7237.6,6558.48
3,3,1,7287.52,6674.96
2,1,1,7074.08,6710.96
,1,1,7198.72,6680.56
2,1,2,7256.96,6683.28
4,3,2,7240.32,6605.68
,4,4,7112.96,6683.28
2,1,1,7190.56,6630.64
4,4,2,7076.8,6722
3,2,1,7076.8,6608.4
,1,2,7218.24,6630.64
,3,2,7029.76,6630.64
,2,4,7071.36,6569.68
,4,1,7220.96,6688.72
5,3,2,7232,6641.68
2,1,2,7151.68,6625.04
3,2,4,7237.6,6614
,3,3,7259.84,6616.72
,1,1,7043.68,6669.36
,1,2,7173.92,6760.88
0,2,1,7196,6744.24
3,3,2,7220.96,6611.28
1,1,4,7237.6,6722
2,2,4,7043.68,6680.56
,2,3,7154.4,6564.08
2,2,1,7220.96,6713.68
3,4,4,7251.52,6583.44
,2,2,7129.44,6780.24
2,1,1,7270.88,6647.28
,2,1,7162.72,6741.52
3,3,2,7273.6,6602.96
1,1,1,7207.04,6680.56
1,1,1,7118.4,6644.4
,1,1,7082.4,6763.6
2,1,1,7096.32,6647.28
4,4,1,7068.48,6611.28
,1,3,7162.72,6672.24
2,2,2,7143.36,6591.76
1,1,1,7148.96,6641.68
4,4,6,7115.68,6544.72
2,2,2,7124,6641.68
3,4,2,7096.32,6730.32
,1,1,7143.36,6672.24
3,3,2,7099.04,6622.32
2,1,2,7220.96,6716.56
3,2,3,7079.68,6578
2,2,1,7043.68,6650
3,2,3,7198.72,6691.6
5,4,3,7057.44,6600.08
,2,1,7052,6674.96
0,1,2,7196,6727.6
,1,2,7071.36,6727.6
4,6,7,7071.36,6608.4
,3,3,7049.12,6625.04
,2,1,7176.64,6589.04
,2,2,7088,6738.64
2,2,5,7074.08,6542
,2,2,7074.08,6755.28
2,2,3,7226.56,6583.44
0,3,1,7254.24,6611.28
,3,3,7243.2,6746.96
2,2,2,7171.04,6722
2,2,2,7190.56,6694.32
6,5,3,7052,6600.08
1,2,3,7226.56,6766.32
2,1,1,7179.36,6575.12
,2,2,7193.28,6525.36
2,1,1,7140.64,6744.24
5,4,4,7229.28,6616.72
2,3,1,7029.76,6641.68
3,3,2,7085.12,6686
,2,4,7063.04,6744.24
3,2,4,7171.04,6586.32
0,4,7,7248.64,6724.88
1,1,2,7135.04,6686
2,2,1,7207.04,6738.64
1,2,1,7093.44,6663.92
4,3,1,7068.48,6735.92
2,3,2,7243.2,6713.68
,2,2,7160,6619.44
,2,1,7162.72,6697.04
,4,6,7151.68,6724.88
1,2,1,7124,6669.36
3,2,1,7054.72,6683.28
,3,2,7049.12,6680.56
,1,2,7093.44,6730.32
,3,1,7273.6,6597.36
,3,2,7248.64,6561.36
2,3,1,7112.96,6724.88
0,3,3,7237.6,6652.72
1,1,1,7171.04,6522.48
2,3,3,7101.76,6561.36
,3,2,7126.72,6680.56
,1,1,7237.6,6655.6
4,4,3,7284.64,6611.28
4,2,2,7229.28,6602.96
1,1,1,7088,6683.28
2,1,1,7090.72,6705.36
1,2,1,7132.32,6622.32
3,2,1,7290.24,6697.04
4,4,3,7223.68,6530.8
,1,1,7198.72,6672.24
1,1,1,7220.96,6699.92
1,1,3,7256.96,6724.88
0,1,2,7198.72,6666.64
1,2,4,7268,6566.8
,2,4,7052,6655.6
1,2,1,7223.68,6672.24
2,1,1,7112.96,6716.56
,4,3,7273.6,6655.6
1,1,1,7229.28,6755.28
,2,2,7146.08,6771.92
0,1,3,7245.92,6691.6
,2,4,7226.56,6558.48
2,2,1,7099.04,6699.92
2,1,1,7076.8,6724.88
3,4,5,7057.44,6566.8
1,1,2,7196,6724.88
,3,2,7060.16,6661.04
,1,1,7237.6,6705.36
2,3,3,7118.4,6605.68
,2,2,7057.44,6722
,2,3,7135.04,6722
4,2,2,7085.12,6597.36
2,2,4,7151.68,6533.68
2,1,2,7243.2,6691.6
1,1,1,7270.88,6674.96
,2,2,7118.4,6730.32
,1,1,7165.6,6708.24
2,2,1,7157.28,6708.24
,1,1,7171.04,6691.6
0,1,1,7220.96,6769.2
,2,2,7096.32,6710.96
,3,3,7243.2,6630.64
3,2,2,7071.36,6691.6
5,3,1,7115.68,6578
,2,2,7154.4,6702.64
2,2,3,7171.04,6636.08
,2,3,7171.04,6514.16
1,1,1,7193.28,6719.28
0,2,1,7046.4,6705.36
,2,1,7121.28,6691.6
,2,1,7234.88,6597.36
,1,1,7129.44,6539.12
1,1,1,7187.68,6666.64
2,3,5,7093.44,6766.32
1,2,3,7273.6,6636.08
4,3,3,7223.68,6735.92
2,2,1,7074.08,6633.36
2,1,1,7212.64,6633.36
1,1,1,7115.68,6691.6
5,5,5,7226.56,6542
3,4,2,7256.96,6710.96
,2,2,7165.6,6636.08
3,2,2,7204.32,6746.96
,2,2,7196,6769.2
0,3,1,7076.8,6688.72
1,1,1,7207.04,6614
1,1,2,7262.56,6625.04
,3,2,7248.64,6580.72
,2,2,7046.4,6724.88
6,7,4,7107.36,6710.96
3,4,2,7207.04,6741.52
,2,1,7090.72,6769.2
,2,1,7162.72,6566.8
2,2,3,7173.92,6578
,1,1,7262.56,6605.68
3,4,6,7074.08,6544.72
2,1,2,7171.04,6622.32
2,2,3,7223.68,6744.24
3,2,2,7135.04,6647.28
2,2,2,7137.76,6625.04
3,4,2,7052,6602.96
3,3,2,7240.32,6724.88
2,2,2,7110.08,6555.76
3,2,2,7215.36,6564.08
2,2,1,7209.92,6622.32
,4,2,7132.32,6782.96
,1,1,7151.68,6744.24
3,2,2,7182.24,6749.84
,3,1,7137.76,6578
4,4,4,7071.36,6589.04
0,2,1,7270.88,6713.68
3,3,2,7215.36,6697.04
1,1,1,7129.44,6686
4,3,3,7190.56,6517.04
1,2,3,7234.88,6605.68
4,2,1,7121.28,6614
3,2,1,7065.76,6735.92
,2,2,7220.96,6608.4
0,2,1,7204.32,6688.72
1,1,2,7104.64,6611.28
,1,3,7099.04,6566.8
2,3,5,7281.92,6652.72
1,1,1,7068.48,6616.72
2,1,2,7270.88,6658.32
3,2,3,7254.24,6627.76
1,1,1,7254.24,6630.64
2,1,3,7184.96,6641.68
0,1,1,7220.96,6647.28
,2,4,7223.68,6544.72
2,2,2,7110.08,6644.4
0,2,4,7190.56,6677.68
0,2,4,7248.64,6722
2,3,2,7135.04,6672.24
,3,5,7162.72,6572.4
5,4,2,7124,6672.24
,4,4,7193.28,6558.48
,2,4,7268,6716.56
,2,3,7193.28,6636.08
0,2,2,7101.76,6755.28
1,2,2,7262.56,6738.64
2,1,3,7129.44,6586.32
1,1,3,7268,6705.36
,2,2,7085.12,6713.68
,3,2,7265.28,6730.32
,2,1,7029.76,6602.96
0,3,2,7176.64,6647.28
,3,2,7052,6710.96
2,2,1,7160,6597.36
0,2,2,7254.24,6724.88
,2,1,7112.96,6733.2
3,3,2,7082.4,6724.88
3,2,1,7198.72,6611.28
,1,3,7065.76,6699.92
4,4,3,7212.64,6769.2
4,4,4,7101.76,6771.92
,2,1,7146.08,6522.48
3,3,3,7245.92,6755.28
,2,3,7132.32,6633.36
,2,1,7148.96,6528.08
2,2,1,7204.32,6708.24
1,3,3,7154.4,6719.28
,2,2,7229.28,6763.6
1,1,1,7151.68,6680.56
3,2,1,7212.64,6746.96
3,4,5,7135.04,6785.84
1,1,1,7118.4,6688.72
,2,1,7052,6647.28
,2,2,7085.12,6746.96
1,1,1,7162.72,6763.6
,5,3,7112.96,6536.4
,3,3,7220.96,6760.88
0,1,3,7110.08,6553.04
2,3,1,7126.72,6752.56
2,3,3,7262.56,6602.96
3,2,1,7223.68,6616.72
,3,3,7237.6,6741.52
,1,3,7085.12,6741.52
1,1,1,7254.24,6658.32
,4,2,7129.44,6622.32
1,2,3,7232,6702.64
3,2,3,7232,6633.36
1,1,3,7148.96,6666.64
4,4,3,7234.88,6763.6
3,2,1,7071.36,6663.92
1,5,5,7281.92,6705.36
1,1,1,7110.08,6578
4,4,2,7209.92,6578
2,2,3,7204.32,6694.32
5,3,3,7068.48,6713.68
2,2,2,7115.68,6583.44
,2,2,7204.32,6605.68
,1,1,7256.96,6600.08
1,1,1,7196,6616.72
2,1,1,7118.4,6583.44
1,1,2,7148.96,6614
,3,3,7049.12,6600.08
5,3,1,7292.96,6677.68
2,3,2,7126.72,6663.92
,2,1,7196,6697.04
1,5,2,7046.4,6625.04
3,2,1,7207.04,6553.04
2,1,1,7187.68,6566.8
4,2,2,7140.64,6730.32
1,1,1,7201.6,6708.24
0,1,4,7240.32,6758
2,2,1,7160,6530.8
3,3,1,7165.6,6530.8
4,7,3,7223.68,6749.84
3,2,2,7099.04,6686
1,1,1,7171.04,6708.24
,1,2,7126.72,6697.04
0,2,1,7162.72,6669.36
6,6,2,7201.6,6594.64
3,2,2,7063.04,6666.64
1,2,4,7209.92,6752.56
3,2,1,7182.24,6722
2,2,1,7063.04,6650
1,1,1,7157.28,6663.92
1,2,1,7182.24,6666.64
0,3,2,7209.92,6625.04
5,4,1,7287.52,6688.72
,1,1,7135.04,6525.36
,1,1,7165.6,6544.72
,2,1,7220.96,6580.72
0,2,2,7240.32,6688.72
3,4,3,7046.4,6583.44
,2,2,7201.6,6780.24
0,3,4,7162.72,6550.16
4,4,5,7232,6564.08
3,5,2,7068.48,6578
2,2,2,7171.04,6741.52
,1,3,7099.04,6758
1,2,1,7226.56,6652.72
3,2,2,7287.52,6644.4
2,1,2,7076.8,6752.56
,1,4,7074.08,6697.04
1,1,1,7254.24,6633.36
1,1,1,7157.28,6713.68
2,2,2,7110.08,6749.84
0,2,1,7146.08,6741.52
3,2,2,7099.04,6694.32
3,2,3,7292.96,6683.28
,1,1,7157.28,6616.72
2,1,1,7118.4,6602.96
3,4,6,7148.96,6774.64
,1,2,7168.32,6572.4
4,2,2,7118.4,6663.92
2,2,2,7151.68,6647.28
3,3,1,7168.32,6627.76
4,4,2,7154.4,6575.12
1,1,2,7129.44,6633.36
,3,1,7110.08,6522.48
5,3,2,7027.04,6650
,3,1,7068.48,6702.64
2,2,1,7090.72,6663.92
2,3,2,7176.64,6638.96
3,3,2,7107.36,6569.68
3,3,1,7248.64,6608.4
3,3,2,7198.72,6630.64
2,2,2,7107.36,6683.28
0,2,3,7265.28,6705.36
2,2,3,7032.48,6625.04
3,2,1,7151.68,6713.68
4,3,2,7193.28,6672.24
5,5,2,7179.36,6583.44
5,5,5,7107.36,6738.64
1,1,1,7124,6713.68
2,2,2,7057.44,6625.04
2,2,1,7082.4,6688.72
4,4,2,7251.52,6602.96
0,2,3,7054.72,6705.36
1,4,5,7254.24,6594.64
3,3,2,7140.64,6561.36
1,2,1,7198.72,6677.68
0,2,1,7115.68,6755.28
,2,2,7110.08,6733.2
2,3,3,7232,6727.6
1,1,1,7223.68,6647.28
1,1,1,7093.44,6641.68
4,4,3,7265.28,6699.92
3,3,1,7215.36,6647.28
3,4,5,7052,6583.44
6,5,3,7248.64,6755.28
,1,1,7104.64,6758
,2,2,7220.96,6683.28
,3,2,7162.72,6780.24
,3,5,7240.32,6572.4
,2,1,7129.44,6722
3,3,3,7232,6680.56
,3,3,7270.88,6614
1,1,1,7173.92,6699.92
2,2,2,7085.12,6594.64
3,2,2,7126.72,6630.64
2,2,3,7207.04,6746.96
0,2,2,7032.48,6622.32
0,1,2,7096.32,6702.64
1,2,3,7243.2,6558.48
,3,2,7215.36,6550.16
,1,2,7115.68,6647.28
2,2,1,7160,6542
,3,3,7085.12,6735.92
1,3,1,7137.76,6722
5,4,3,7146.08,6528.08
2,2,2,7190.56,6780.24
2,1,1,7052,6666.64
5,4,2,7218.24,6663.92
2,3,4,7268,6724.88
,2,1,7173.92,6602.96
3,4,4,7074.08,6561.36
,2,3,7090.72,6760.88
1,1,1,7173.92,6644.4
1,1,4,7090.72,6550.16
,1,3,7240.32,6719.28
1,1,1,7251.52,6644.4
,1,1,7054.72,6627.76
,3,2,7243.2,6614
5,4,1,7143.36,6702.64
,1,1,7129.44,6749.84
6,6,2,7232,6569.68
3,3,2,7132.32,6611.28
,3,2,7101.76,6586.32
4,5,1,7079.68,6566.8
1,1,1,7032.48,6627.76
,3,2,7198.72,6697.04
1,1,4,7201.6,6666.64
3,2,2,7162.72,6683.28
,2,2,7160,6730.32
,5,4,7184.96,6782.96
1,1,2,7065.76,6674.96
1,1,1,7124,6566.8
,1,1,7137.76,6594.64
,4,3,7265.28,6597.36
4,5,3,7201.6,6661.04
,3,2,7038.08,6713.68
3,2,1,7088,6619.44
1,1,4,7093.44,6536.4
2,2,2,7184.96,6710.96
0,1,2,7146.08,6694.32
3,3,5,7082.4,6730.32
,2,3,7071.36,6724.88
2,2,2,7104.64,6619.44
,1,2,7193.28,6744.24
2,2,1,7057.44,6697.04
,5,3,7168.32,6517.04
,2,2,7146.08,6542
1,1,2,7076.8,6713.68
2,2,2,7137.76,6713.68
2,3,1,7240.32,6686
1,1,3,7143.36,6558.48
1,1,2,7182.24,6602.96
4,3,2,7057.44,6572.4
1,1,3,7201.6,6525.36
3,2,2,7268,6589.04
3,3,2,7112.96,6638.96
,2,2,7088,6763.6
2,1,1,7220.96,6722
3,3,2,7273.6,6580.72
1,4,5,7071.36,6752.56
3,2,2,7226.56,6686
3,3,2,7190.56,6724.88
2,1,2,7052,6586.32
2,1,1,7040.8,6641.68
,4,1,7057.44,6672.24
1,1,1,7237.6,6661.04
1,1,1,7049.12,6633.36
1,1,1,7057.44,6630.64
2,2,3,7176.64,6578
4,2,1,7135.04,6600.08
1,2,2,7207.04,6619.44
2,2,3,7198.72,6683.28
,2,1,7198.72,6555.76
,2,4,7140.64,6724.88
2,3,2,7160,6782.96
0,1,1,7090.72,6708.24
3,2,2,7118.4,6694.32
5,5,3,7279.2,6699.92
2,2,1,7146.08,6672.24
2,1,2,7063.04,6605.68
2,2,2,7076.8,6686
,1,1,7088,6663.92
,2,1,7148.96,6611.28
,1,1,7057.44,6694.32
4,3,2,7079.68,6677.68
,3,1,7229.28,6625.04
2,3,1,7176.64,6691.6
3,3,2,7104.64,6688.72
2,2,1,7165.6,6600.08
,3,4,7162.72,6539.12
3,2,2,7118.4,6555.76
2,2,1,7295.84,6641.68
1,1,3,7290.24,6694.32
,2,1,7035.36,6622.32
,1,1,7193.28,6594.64
0,7,3,7187.68,6691.6
4,3,2,7165.6,6605.68
,1,1,7237.6,6586.32
3,3,2,7107.36,6655.6
4,2,1,7143.36,6619.44
,5,1,7287.52,6697.04
